id,is_iceberg
5941774d,0.009028831241702966
4023181e,0.4791387380724509
b20200e4,0.11599235913641627
e7f018bb,0.9997210881243298
4371c8c3,0.42611222270199944
a8d9b1fd,0.12268376745138027
29e7727e,0.05561104458446034
92a51ffb,0.9999455216631123
c769ac97,0.0003850440606138626
aee0547d,0.00022479503449802896
565b28ac,0.00032455446055831345
e04e9775,0.5170914355001747
8e8161d1,0.0009137361535217579
4cf4d256,0.7283617132835709
139e5324,0.03836721133677197
f156976f,0.0015326419467004229
68a117cc,0.07925909702343995
d9aa7a56,0.032066090705259585
9005b143,0.17470079356843302
5f6d3988,0.9977172656126194
9ad70954,0.3233784901270957
b9087b9e,0.35273721435598887
a39a1427,0.08982764604378712
82fbe8ed,0.024869202448889113
1fae4879,5.585049105880872e-05
6dd8f13d,0.17692727447371112
bbad5958,0.021463852110574052
54527583,0.21265170679303033
be8fa29c,0.25748829769093967
81a3328f,0.9993784054967364
1a3c0ab3,0.043545624132334405
4deeeb8b,0.48224317563446023
ac6d5632,0.2785140531460033
472dadb5,0.2176835984643911
96093f95,0.9757205972307803
f5b4e3df,0.9541542810394233
e01a3c92,0.08079831031547438
001680af,0.28267097852359435
8e639f33,0.12909550179356352
a2c16612,0.9498202032743921
a6d76474,0.016501947472156886
19c47684,0.13979731696266154
015827b6,0.3301309017462522
7df7f7ce,0.06623476976700639
0bbf1a3f,0.5024686012384668
636cfbb7,0.7592209375270785
7370030a,0.9922464763014118
43aa97ad,0.06661369083155749
ba2b5e63,0.9981226388548992
dfdd335b,0.2320966595041237
e79b13dc,0.05791754125004025
dc32b195,0.2072362942163555
6d868590,0.9965702422253732
75fa59aa,0.21802943686326326
ffe50836,0.13836545659559468
a7bfd784,0.9988763826511776
b3d569e3,0.0032674140251127584
6c538c5b,0.013355732363051483
5c7c15f4,0.1715971466811536
0b745139,0.12024746972923227
fd14608e,0.3146458748454137
f0bc8305,0.36468214293677953
a10ccb28,0.9997396972070312
543304c7,0.30153191333716567
6c3a4078,5.64317192885649e-05
9b73cc75,0.3200870152500385
5c6c71b1,0.02697371658996908
09ee9186,0.274102291703547
207c35cf,0.14758598527544553
153c813e,0.09455887489830708
5605d58b,0.2869867914697813
642ca396,0.012839563691267741
d32d72c0,0.25547393218150033
16646a17,0.9835744491889871
384074af,0.16027514478987095
69bf1e8c,0.6369532848803526
9e90a054,0.2870443993893178
89dbe7f7,0.9997824053180517
dbd27d22,0.2415503052394058
a2ea1561,0.5539300271305213
d63402af,0.3698379854982271
1ac8bb92,0.9991949547747631
8beffca5,0.1917722580144164
46741f3e,0.025367504127470464
e5ee6aa7,0.23542592444753752
5ecd892b,0.875088080985528
69892166,0.012468353278663621
2f725a81,0.21303675306483158
810abfe4,0.1001867893640526
e6f973e6,0.2682303903837455
c60a5c46,0.3025452110400721
c42b9e08,0.29854749720507806
c3f00c23,0.13662588486834262
5307fdb8,0.9892857327174035
3e4f005e,0.002125687753033953
4a4cc2e0,0.96224610846966
9bdd88d1,5.1786722393334206e-05
0d832bed,0.011003250451658952
14a134fa,0.08382771144433138
78a41676,0.008514634909968627
0bd4658e,0.19725090823026617
4a311bb0,0.33316105363529214
f939c817,0.21054274423030203
956adc4d,0.9991073440839635
f8a119f5,0.743575463299137
61faa1ad,0.17187141434196126
6725eb3e,0.23820526280513826
17b3a8fd,0.01570226649665507
49a88dfc,0.025898516463806122
2d6ec645,0.41056677430044686
0d4d77ba,0.43979121939901733
3ee672a2,0.9989860266302457
738b41fd,0.48272264786453806
f7fb320d,0.3496938199525671
b42fad18,0.0011829434193336283
4ab8b00a,0.31270802828704647
f7870f2b,0.05331686282144618
4978666a,0.5338080626639222
f1b0d6c7,0.0012312871048291195
5642407f,0.0032901123654232533
36d4ff92,0.9898221834273729
4139aba2,0.33383877748400637
7585ce58,0.42729718256575566
33e25984,0.9992440582386642
ac46f3c9,0.4355065243005152
fc34a5b8,0.8014647381665775
85c36a8f,0.20660588040011046
b2d8a426,0.17058941482620182
13ec60d1,0.9153326118406014
9d440f42,0.10824665419651266
1c0a891e,0.5040414643490271
981c3bc3,0.9888546295683751
295604f4,0.6066595547540388
16ca16c3,0.11865959199530465
b4dda837,0.055886134177804955
88d088ef,0.0073577731423554015
1b4fa160,0.16441546206687147
f371bd82,0.04119350150346613
b130a0b7,0.9995521115702141
ebf1de82,0.1821230356045309
01e651c3,0.5013610394369944
51b1fecc,0.17807531191678638
fa635a31,0.19552040807319393
97b7d789,0.250740707600264
2f598053,0.022904445194340046
c0e3e148,0.1307378983969729
cfa175a8,0.013462027107582689
3d7e09d8,0.8871004340129885
44a13d1b,0.9820983100990159
c66b0948,0.3595790576911458
976a6d64,0.006414030547842817
8bbd8909,0.4790870917277375
522890fd,0.39599754828457734
f23a3b95,0.5810712390222703
680039dc,0.45139951927747424
93028e53,0.02578225787678853
22a16932,0.11586979230172804
7d8126d2,0.0020129582981126565
ba2ecd75,0.0019118463969052017
8071bdd7,0.4110717003938026
96d5aeee,0.00016500750912255976
154be68f,0.9852900118395116
d8c2bfe2,0.9973922991645119
f76d47b0,0.4169975889592346
0e781ade,0.13007593469807824
13cf6060,0.00024436374777268664
cd99f710,0.3035592438870424
d10005bb,0.21014932761140587
3a31445f,0.9992015101839552
3157202d,0.08632513702286836
6ee64703,0.36855997532355755
e5de8685,0.06534492437367985
02cc70ba,0.1318336964896765
50984a87,0.7266024584362573
fa94957a,0.9991914482115409
eab406b4,0.5539398390678897
3ad39398,0.7855378828210648
9ecf3802,0.41039822818426275
6048ae7b,0.0016472209706795944
9dc68871,0.0006698526819725538
13701465,0.39438030576338906
8d8779f3,0.07415184169302526
0712f269,0.4578939921501444
722c2597,0.000676085971466568
478a2b08,0.5030782733053899
38f5fb41,0.18924551751704463
c52ad74d,0.9994251592792482
0c85fd09,0.0001791591018677528
f1582cba,0.9646279346879868
ff836697,0.9534764131796688
ddfe4802,0.180722641054735
3cef3bc7,0.9989641644473616
6a21542b,0.30406081357796
150e23c4,0.9989413135353132
078c6d99,0.9899924686726715
1dcd1dc3,0.017436649008481048
39967e45,0.3222533860172638
6b6333aa,0.09153489189945764
4ae61433,0.38839951784003507
f96362e0,0.005205549764258558
97a88aac,0.22185871244139282
427ae8ce,0.35504549521327977
209d4b15,0.13714423966407965
